name,latitude,longitude,num_reviews
Uncle Simos,39.789722,19.922777,305.0
Tavernaki,39.79046,19.923529,710.0
Porto Nuovo Restaurant,39.79001,19.921999,380.0
The Old School,39.790226,19.922113,679.0
Janis Taverna Restaurant,39.788254,19.918245,1082.0
Kima Restaurant,39.791725,19.922464,472.0
Strofilia Taverna,39.788445,19.92076,339.0
Kastro Kitchen & Bar,39.79345,19.920097,109.0
No 7 Grill House,39.78879,19.920574,128.0
Sousouro,39.789253,19.921171,518.0
Castellos,39.788612,19.91954,107.0
Imerolia Fish Taverna,39.787956,19.911058,228.0
Castellos,39.788616,19.919521,84.0
Syki,39.792637,19.896238,188.0
Wave Bar,39.79099,19.922276,438.0
Jasmine Lounge Bar & Restaurant,39.788784,19.92065,80.0
Melina Bay Restaurant,39.790672,19.92209,203.0
Taverna Levanda,39.787746,19.920816,383.0
Petrino Restaurant,39.789967,19.922497,867.0
Limani Bar,39.791245,19.922297,312.0
Tragos the Charcoal Grill,39.78842,19.918829,77.0
Little Italy,39.788647,19.91991,349.0
Vasilikos Taverna Pizzeria,39.788418,19.920673,65.0
MAK MAK Bar,39.78789,19.920803,74.0
The Best,39.79035,19.921959,213.0
Nikolas Tavern and Beach Bar,39.799393,19.883333,100.0
GREEK Garden Steak House & Cocktail Bar,39.791668,19.700914,359.0
Ocean fish Mediterranean tavern,39.790558,19.709269,100.0
Premier Bar,39.791504,19.708248,147.0
Kashmir Indian Restaurant,39.788334,19.70861,342.0
Chippy Chippy,39.791977,19.707941,203.0
One for the road,39.792583,19.707775,324.0
"Capriccio Restaurant, Bar and Pizzaria",39.79,19.710278,183.0
China Town,39.792084,19.703793,337.0
Sea Breeze,39.79288,19.707117,864.0
La Strata,39.79466,19.700184,109.0
Beach House,39.792213,19.706923,44.0
Kellys Ice House,39.792206,19.708267,765.0
San Remo Burger Bar n Grill,39.792698,19.707521,227.0
Paradise Restaurant Sidari,39.790215,19.708504,281.0
Frida's Family Pizzeria,39.791924,19.701479,250.0
Sunset Restaurant Sidari,39.79289,19.707222,288.0
Aquarius,39.796505,19.698862,655.0
The Family,39.791626,19.700586,1059.0
Smugglers' Inn,39.7946,19.700502,566.0
Greek Village Restaurant,39.793278,19.70591,1522.0
Mamma's,39.79457,19.700138,106.0
D'amour Beach Bar-Restaurant,39.796185,19.700624,910.0
Sweet & Crispy,39.79389,19.702297,108.0
Katerina's Taverna,39.79446,19.696468,310.0
Bavias Tavern - Grill Room,39.78221,19.70761,320.0
Madison Bar and Diner,39.79285,19.706697,1252.0
Salt and Pepper Sidari Taverna,39.782997,19.708046,613.0
Mediterraneo Restaurant,39.79333,19.70278,728.0
Taverna Aspasia,39.792213,19.706923,226.0
Palazzo Bar,39.79252,19.706936,74.0
Oassis Restaurant,39.78462,19.707947,63.0
Munchies,39.79248,19.70746,69.0
Pizza Romana,39.792133,19.707027,356.0
Maria`s Bakery & Coffee Shop,39.790417,19.708904,121.0
Alekos Grill Room,39.792206,19.707758,92.0
The Rock Restaurant,39.7961,19.699389,134.0
Alex Gyros and Grill,39.792862,19.707287,52.0
Athena Greek Cuisine & Steak House,39.78764,19.708384,93.0
Elysee,39.78977,19.710918,129.0
Memories Restaurant,39.792828,19.707445,654.0
Nefeli's Ice House,39.793976,19.70229,52.0
The Wave,39.78972,19.71979,147.0
El Greco,39.78929,19.713057,408.0
Pizzeria Napoli Restaurant,39.79463,19.69933,1199.0
Ionian Blue Taverna,39.792183,19.692793,86.0
Canal D'Amour Taverna,39.79479,19.701984,698.0
The 50/50 Greek Taverna,39.79162,19.70115,707.0
Argilos,39.79414,19.70261,75.0
Venezia - Pizza Restaurant,39.78581,19.708212,260.0
Drosia,36.37391,28.037226,367.0
Contessa,39.381184,20.115828,42.0
Pulse Bar & Grill,39.384605,20.114819,70.0
Pavlos Taverna Steakout,39.38283,20.11606,441.0
Sweet House,39.384514,20.113354,126.0
The Rose Tree,39.377285,20.114233,865.0
The Tex Mex,39.384117,20.11387,407.0
The Steak House,39.382908,20.11459,259.0
Olympia Restaurant,39.386887,20.110834,177.0
The Village,39.385323,20.112362,77.0
Falconera Restaurant,39.384476,20.11702,380.0
Taverna Skaltsounis,39.403027,20.100172,85.0
The Real Greek Souvlaki Bar Restaurant,39.387814,20.110317,438.0
Tomata Corfiot Cuisine Restaurant,39.382626,20.116182,185.0
Eve's Garden,39.38396,20.114643,276.0
El Greco Pizza,37.67208,21.438372,86.0
Aigli Restaurant,37.697575,21.39835,52.0
Karnagio,38.251442,20.644129,316.0
Soulatso,38.25304,20.648731,117.0
Agia Paraskevi  Beach Restaurant,38.276344,20.615225,349.0
Adonis Family Restaurant,38.25291,20.64864,279.0
To Pyrgi,38.17863,20.679174,117.0
Mermaid,38.253094,20.648817,745.0
Taverna Karavomilos,38.255543,20.629637,219.0
Tereza,38.25222,20.647223,112.0
Cosi,38.252155,20.646656,120.0
Acron Antisamos,38.26062,20.672794,48.0
Il Familia,38.2517,20.644909,939.0
Rahati,37.93261,23.74349,134.0
Dolphins Restaurant,38.253185,20.648912,614.0
Taverna Akrogiali,38.250923,20.642313,211.0
Fabrica Cafe Bar Creperie,35.3064,25.391394,429.0
Pegasus Restaurant Caffe,35.307312,25.389135,349.0
Ariadni,35.30699,25.390026,777.0
The Alchemist,35.306248,25.39167,2304.0
Monastery Traditional Taverna,35.306293,25.394838,86.0
New Sports Cafe,35.306274,25.394485,212.0
Classico,35.3062,25.392076,79.0
Galini,35.306274,25.39191,1252.0
Rahati Cafe Patisserie,35.30686,25.390844,436.0
Pithari,35.306194,25.392456,671.0
Iokasti Restaurant,35.30653,25.393202,1728.0
Patriko,35.307426,25.38852,863.0
Arhontiko Roofterras Koutouloufari,35.307,25.39297,54.0
Almi,35.308563,25.385271,156.0
Oniro Restaurant,35.30689,25.391666,1178.0
Atrium,35.307117,25.389479,1324.0
Sergiani Restaurant,35.306732,25.390926,442.0
Emmanuel Taverna,35.306664,25.391129,772.0
Wishing Well Cafe-Bar,35.30743,25.388823,99.0
Taverna Esperos Restaurant,35.30706,25.390053,906.0
Laini,35.306675,25.392027,790.0
Timos Taverna,39.491756,20.260601,58.0
Thirsty Dog,39.488888,20.260084,45.0
Kochili,39.50163,20.264233,42.0
Kontogiannis Ice Cream,39.501553,20.264317,48.0
Lithos,39.505768,20.262959,101.0
Taverna Skala Karavostasi,39.33501,20.288244,57.0
Alekos,39.50607,20.262747,119.0
Apokentro,39.769238,21.182083,248.0
Karma Cafe Bar,39.769207,21.182192,42.0
To Tzaki,39.769176,21.182783,451.0
Katoi,39.769753,21.182703,99.0
Krifi Folia,39.76902,21.18271,46.0
To Koutouki tou Nikola,39.77161,21.183031,1232.0
Ta 5 F,39.770603,21.182943,504.0
Restaurant Metsovitiko Saloni,39.771744,21.18257,274.0
Galaxy,39.769848,21.182537,382.0
Fournos Tsiba,39.77047,21.18267,59.0
Rosebud Bistro,38.06667,20.75,71.0
Delicious,38.06394,20.749279,143.0
Captain Jerry's,38.064186,20.749523,739.0
Blue Sea,38.064655,20.75005,304.0
Floridita,38.0649,20.750315,192.0
Maria's Taverna,38.06373,20.74891,754.0
Persas Taverna,38.071815,20.744347,626.0
Cozy,38.06357,20.748676,408.0
Dreams Beach Restaurant Bar,38.06801,20.752413,275.0
Katelios Taverna,38.063953,20.749166,508.0
Medusa Taverna,38.064606,20.749935,160.0
Limani Taverna,40.625595,24.578547,199.0
Rodolfo's Bar Restaurant,40.62611,24.571388,51.0
Tavern Meltemi,40.623306,24.541037,84.0
Agistri Taverna,40.626,24.568993,308.0
Taverna Stelakis Beach,40.625,24.557646,151.0
George Taverna,40.625973,24.577276,66.0
Irene Tavern,40.690754,24.621067,52.0
Kostis Fish Restaurant,40.62611,24.576944,216.0
Amici Pizza Cafe,40.6261,24.571724,113.0
Tavern George,40.62598,24.5774,324.0
Dimitri's Restaurant,39.744995,19.930925,424.0
Elia Pool Bar,39.745148,19.932337,110.0
Thomas's Place,39.743767,19.933413,549.0
Kalami Beach Taverna,39.744247,19.934246,436.0
Sea Breeze Seaside Bar,39.74443,19.934225,116.0
Restaurant Panorama,39.665154,19.850307,228.0
Apovrado,39.666035,19.85366,319.0
Tavern Georgios,40.61248,24.605925,77.0
Tavern Klimataria,40.60629,24.611979,149.0
Taverna Akrogiali,40.60989,24.605602,106.0
Boomerang Bar,40.610207,24.60541,183.0
Taverna Poseidon,40.610184,24.605593,248.0
Casa Di Pizza,39.23266,26.20917,59.0
Tasty Corner,39.7534,19.645836,171.0
Summer Dreams,39.754204,19.643324,66.0
Zorbas,39.754234,19.645796,518.0
Manthos Restaurant-Bar,39.75396,19.640827,239.0
The Mango Beach Bar,39.757317,19.64405,97.0
Nafsika Taverna,39.753773,19.641308,208.0
Havana Beach Bar,39.757683,19.644293,106.0
Barolo Bistro Restaurant,39.752823,19.647308,75.0
The Little Prince,39.753418,19.645294,430.0
The Waves Taverna,39.75457,19.641783,98.0
Beachcomber,39.753914,19.642254,251.0
Akrotiri Lounge Cafe,39.749546,19.644356,340.0
Yiannis Grill Room,39.75545,19.645945,64.0
2 Stars,39.75439,19.645857,329.0
Cavo d' Oro,40.73047,24.759773,159.0
La Boheme Beach Bar Restaurant,40.71804,24.75675,101.0
Beba Beach Bar Restaurant,40.731564,24.761726,209.0
La Terrasse Restaurant,40.729156,24.758106,685.0
Pefka Taverna,40.728268,24.758694,235.0
Finikas,40.726765,24.756672,385.0
Vigli,40.732136,24.76298,301.0
Dizi Bar,39.61175,19.781322,42.0
Taverna Maria,39.73023,19.721704,194.0
Spiros,38.11942,20.62818,519.0
Klimatis Tavern,38.112164,20.637049,1103.0
Blue Sea Restaurant-taverna,38.11275,20.635408,179.0
Liza's Grill,38.11613,20.634502,300.0
Lithero Restaurant,38.114197,20.629694,377.0
La Mer Restaurant,38.121155,20.624401,634.0
Captain Zorbas,38.12005,20.625454,313.0
Aridas Palace,38.110878,20.639786,177.0
Cafe Platanos,38.11609,20.634302,258.0
Waikiki Beach Bar,38.114113,20.631893,136.0
Muses Cafe Bar,38.118393,20.632938,208.0
Seven Cafe Bar,38.112648,20.635603,240.0
Vardiola Taverna,37.707024,20.850267,161.0
Dennis Taverna,37.720173,20.835001,436.0
Anthi Taverna,39.727077,19.90149,255.0
Vitamins Taverna,39.72739,19.903492,732.0
Roumeli Tavern,39.72766,19.90403,393.0
Taverna dora nisaki,39.725437,19.89325,200.0
Mary 's Lab Grill And More,39.7241,19.896797,46.0
Nissaki Sea View Hotel Restaurant,39.7241,19.89726,93.0
Mitsos Taverna,39.723904,19.897026,389.0
Aris,37.815365,20.865381,51.0
BARDI Meet The Meat,37.813248,20.87823,62.0
Beijing Chinese Restaurant,37.8105,20.872326,257.0
Demaras,37.807518,20.87958,102.0
Dionisos Taverna,39.54696,19.852585,499.0
Drosia Restaurant-taverna,37.815784,20.864317,68.0
Royal Cafe Patisserie,37.810215,20.872421,250.0
Aliotiko Restaurant Taverna,37.811375,20.872429,52.0
Olive Garden,37.813023,20.873026,375.0
Freddies Beach Bar,37.817894,20.86822,706.0
Jolly Roger Pub,37.817,20.865278,133.0
Sandra's Bar,37.807217,20.87579,142.0
Premier Restaurant,37.814537,20.875189,1212.0
Warm and Fresh,37.81308,20.86895,44.0
Kolovos Grill House,37.81097,20.871902,126.0
Il Gusto,37.816483,20.864334,436.0
Trenta Nove,37.815735,20.872223,632.0
Wine & Roses,37.813454,20.867674,1552.0
Zorbas Greek Taverna,37.810463,20.872496,2419.0
Stamnes Taverna,37.819855,20.862385,352.0
Graces Bar,37.809784,20.871677,83.0
Summertime Snack Bar,37.815365,20.868605,250.0
Calypso Restaurant,37.809944,20.87225,1498.0
Boutique Beach Bar,37.81789,20.8679,148.0
Contessina Restaurant,37.812424,20.871653,213.0
Life Time Beach Bar,37.81666,20.87195,216.0
Trente Nova,37.815777,20.87223,161.0
Memories Restaurant,37.8148,20.86701,45.0
Family Restaurant,37.810154,20.872301,1153.0
Sunset Boulevard,37.816673,20.864647,352.0
The Brothers Greek Taverna,37.81287,20.872375,771.0
The Greek Yum Yum's restaurant,37.81323,20.872334,1533.0
Obelix Restaurant,37.813065,20.868055,748.0
La Carciuma,37.817966,20.862867,224.0
Local Grill,37.818832,20.86274,65.0
Taverna Paradeisos,37.816265,20.87873,582.0
Avgoustis,37.821358,20.863764,342.0
Boomerang Beach Bar,37.81808,20.867754,965.0
Limanaki Restaurant,37.819107,20.866665,145.0
Al Mare Hotel Bar and Restaurant,37.81835,20.867193,70.0
Aris Taverna,37.81538,20.865307,273.0
Piscina Pool Bar,37.812904,20.868034,226.0
Popeye's Restaurant,37.81248,20.871964,1105.0
Menir,37.81785,20.866266,580.0
Giorgio's,37.81561,20.865164,595.0
Gyroland Grill Bar,37.812588,20.872215,722.0
Gelato Cafe,37.815834,20.864788,99.0
NeoKastro,36.948837,21.704094,84.0
To Steki tou Vergou,36.950123,21.702244,116.0
Neo Kastro,36.95187,21.70257,39.0
Anama Restaurant,36.94952,21.703331,66.0
Ionis Cafe,36.94994,21.702396,95.0
Mr. Yogie,36.950665,21.701714,130.0
Avlaki Seafood Restaurant,39.77894,19.937658,308.0
Cavo Barbaro,39.778706,19.939213,448.0
Platanos,38.377728,20.539885,657.0
Psaros Restaurant,35.449177,24.20169,478.0
Croissant Coffee & More,35.44806,24.20196,94.0
Trattoria Don Nikos,35.449448,24.199203,153.0
Thalami Taverna,35.449444,24.199345,517.0
Lagos Taverna,35.44879,24.196917,599.0
Cafe Francoise,35.449165,24.20123,431.0
Erotokritos,35.449253,24.200064,230.0
Makis Restaurant Cafe,35.44918,24.20194,365.0
Ammos Cafe Snack Bar,35.44954,24.199024,68.0
Captain Jack,35.44908,24.201178,165.0
Tsunami Coffee Snack Bar,35.449604,24.198769,84.0
Atlantis,35.449192,24.20244,113.0
Hotel Marina Restaurant,39.743435,19.648573,124.0
Thalassa,39.742813,19.648893,169.0
Bouyata,39.743713,19.649595,90.0
Gravia Snack Bar Cafe,39.748898,19.647167,81.0
Kostas on the Beach,39.742996,19.648783,214.0
Arillas Beach Point - Barbecue restaurant,39.74358,19.64834,97.0
Vinceremo,39.74102,19.64986,108.0
Armourada Restaurant,39.744015,19.650658,89.0
Ammos Beach Bar,39.74375,19.648247,323.0
Athina Taverna,39.749355,19.653858,165.0
Gratsela Taverna,39.741116,19.64979,370.0
Eftichia Restaurant,39.744495,19.64788,172.0
Porto Fino,39.743904,19.648186,159.0
Troulakis beach,35.51871,23.917934,51.0
Restaurant Zen,37.75655,26.974756,105.0
Pizza di Napoli,37.75713,26.973663,117.0
Pizza di Piazza,37.754837,26.977,85.0
Fresh Cafe Snack Bar,39.16478,23.491846,173.0
Mamma's Cooking,39.162025,23.477669,76.0
Ariston bakery,39.163486,23.491371,122.0
Agnadio,39.174103,23.49335,870.0
En plo,39.16631,23.494816,420.0
Pizza Vesuvio,39.163372,23.491425,121.0
Limanaki,39.169758,23.494122,435.0
Lenio's Taverna & Beach Bar,39.162926,23.48051,56.0
Little India Restaurant,39.167656,23.49705,205.0
Little Art Cafe,39.162025,23.477674,77.0
Akrogiali,39.1665,23.4958,481.0
Taverna Aligaries,39.1804,23.444761,110.0
Piazza di Skiathos,39.1625,23.490833,60.0
Cos' Altro,39.16252,23.4909,95.0
Crazy Spoon,39.16387,23.491804,192.0
Bakaliko,39.167118,23.495214,794.0
Amfiliki Pension Tavern,39.161697,23.484522,428.0
Fregio Ice Cream,39.1641,23.49175,222.0
To Tsoukali,39.168755,23.485044,135.0
Mouragio,39.164722,23.49174,87.0
Porto Paradiso,39.137497,23.445213,170.0
Koziakas,39.162388,23.4913,1169.0
Lyhnari,39.165024,23.485214,1305.0
Pasta Pazza,39.163673,23.491516,229.0
Alexandros Gyro Pita,39.163815,23.48292,59.0
Taverna Mylonas,35.03398,24.790567,139.0
Pizzeria Ariadni,35.0374,24.793343,141.0
Loggia,35.034782,24.789433,244.0
Taverna Kelari,35.05577,24.8179,125.0
Taverna Acropolis,35.033916,24.78932,115.0
Michalis,35.533573,23.806929,94.0
Kriti Restaurant,35.53071,23.808813,120.0
Paliria Cafe Ouzeri,35.53125,23.810398,123.0
Taverna Familia,37.728134,20.986523,170.0
Coffee House Vasilikos,37.73088,20.970564,126.0
Mesala Restaurant - Cafe,37.728115,20.9867,90.0
Banana Baya Beach Bar Restaurant,37.732033,20.979115,484.0
Nikos Taverna,37.709934,20.986141,207.0
Porto Azzurro Beach Bar & Restaurant,37.73952,20.961426,207.0
Skartsofoli,37.728252,20.97458,88.0
Porto Roma Fish Restaurant,37.71665,20.99075,426.0
Casa Playa Beach Bar & Restaurant,37.73149,20.981699,269.0
Nikos Beach Bar Restaurant.,37.717506,20.989164,183.0
Taverna Dafni,37.721024,20.954374,122.0
Ionio Taverna,37.734135,20.974026,230.0
Antonis,37.72106,20.953482,391.0
Lithies Taverna,37.724674,20.979717,285.0
Villa Rossa,37.7154,20.981022,111.0
Taverna Gerakas,37.70922,20.986359,39.0
Ammos Beach Club,37.727386,20.98905,46.0
Taverna Florida,37.741943,20.947718,204.0
Babis Tavern,37.72305,20.98085,450.0
Plaka Beach,37.72948,20.987133,76.0
Delfinia Greek Traditional Restaurant,37.714813,20.986202,116.0
Perfetto Snack Bar,37.715694,20.980556,139.0
Tranakas Bakery and Coffee,37.720627,20.979881,56.0
Taverna Galini,37.713333,20.978485,334.0
Averto,39.20926,20.15329,181.0
Bournaos,39.210133,20.15213,115.0
Ambrosia Restaurant,40.779877,24.709097,376.0
Taverna Mouses,40.7775,24.700626,244.0
Alexandra's Restaurant,40.78101,24.713789,252.0
Zorba's,40.77937,24.709019,193.0
Simi,40.780537,24.712557,1170.0
BEACH BAR ISLAND,40.782158,24.713697,112.0
Ouzeri Mouses,40.777508,24.700722,112.0
Nice 2 MEAT you,40.77921,24.708239,71.0
Karnagio Beach Cafe Bar,40.786076,24.715906,668.0
Tarsanas Taverna,40.777832,24.691658,124.0
Platanakia,40.780506,24.712418,63.0
Bar Brazil,40.779255,24.70844,89.0
Karanti Cafe,40.78199,24.713583,50.0
The Twins Restaurant,40.778522,24.70802,283.0
Remezzo,40.780712,24.711107,123.0
Aliki Restaurant Cafe,40.60489,24.740833,139.0
"ME GUSTA-CAFE,PATISSERIE",40.779766,24.70918,94.0
Taverna Mythos,40.781853,24.71361,88.0
Drift Beach Bar,40.782402,24.714125,75.0
Mesogeios Restaurant,40.77799,24.701075,644.0
Masabuka,40.78046,24.71134,492.0
Namaste,40.77763,24.700663,312.0
Pigi Taverna,40.778584,24.70905,246.0
Aqua Beach Bar,40.782722,24.714685,57.0
Mylos Restaurant,40.780396,24.711037,342.0
Gefiri Restaurant,38.1228,20.611366,464.0
Enastron,38.124744,20.600447,414.0
Stamna,38.124386,20.609295,219.0
Boho,38.1225,20.611668,68.0
Veramente Grill House,38.122498,20.611393,410.0
Alfa,37.778954,26.891212,49.0
Odyssey Beach Bar,37.77835,26.885723,51.0
Restaurant Kokkari,37.778725,26.893297,56.0
La Casa,37.77883,26.893467,193.0
The Beer Tavern,37.777958,26.89279,249.0
Moscato,37.780506,26.893515,45.0
Cavos Cafe Bar,37.779606,26.893236,169.0
Restaurant Galini,37.7789,26.888653,65.0
Apollon Restaurant,37.77811,26.894169,49.0
La Bussola,37.778057,26.89444,192.0
Line Creperie Beach Cafe,37.779324,26.890644,89.0
Navagos Tsamadou Beach Bar,37.786366,26.871567,257.0
Wave Cafe Bar,37.779198,26.893246,132.0
"Tarsanas Restaurant, Pizzaria",37.779892,26.892076,202.0
Face Cafe,37.779274,26.893204,81.0
Samia Resturant,37.77834,26.885881,409.0
Cafe Del Mar,37.77902,26.888872,276.0
Periklis,36.078815,28.025217,335.0
Savvas,36.093327,28.01709,275.0
Valantina's,36.094307,28.016886,1003.0
Il Gelso,36.094364,28.017056,289.0
B&B Beers & Burgers,36.07959,28.019865,86.0
Roulas Restaurant,36.093903,28.016743,1049.0
Mamas Gyros,36.093887,28.01665,71.0
Elvita Beach Bar,36.077946,28.0247,125.0
Mare Matto Pizzeria Restaurant,36.079056,28.024397,208.0
Gios,39.225727,20.16187,282.0
Taverna Bouloukos,39.225277,20.164642,354.0
Kohili,39.225834,20.161541,211.0
Roxi Bar Paxos,39.225983,20.162283,467.0
Snack Bar Europe,39.22582,20.16105,47.0
The Sea Shells,39.71667,19.86819,78.0
La Riviera Barbati Taverna,39.718723,19.870642,145.0
Verde Blu Restaurant on the Beach,39.7153,19.866474,117.0
Stefanos Place,39.7101,19.85633,52.0
Lord Byron,39.719677,19.870651,457.0
Taverna Akrogiali,39.719982,19.874044,76.0
Piedra Del Mar,39.715992,19.867338,339.0
Starlight Restaurant,39.719444,19.871044,277.0
Caryatides,39.72361,19.870588,306.0
The Beach House,39.1408,23.4465,58.0
Kolios Bay Taverna,39.141678,23.445887,89.0
Taverna Skiathos Diamond,39.14435,23.445902,100.0
Crazy Rooster,39.144623,23.445593,72.0
Keramidaki restaurant,38.729443,20.732222,216.0
La Favola,38.75769,20.71954,50.0
Taverna Minas,38.745476,20.726181,476.0
Τo Lefko Akrogiali,38.7571,20.719824,65.0
Alipa Restaurant,39.6729,19.70681,540.0
Xenia,39.67228,19.703527,95.0
O Meraklis Taverna,39.675255,19.714033,367.0
Flavor,39.677277,19.72104,770.0
Petrino's Garden,39.674892,19.714527,530.0
Horizon Taverna Restaurant,39.67534,19.70815,151.0
The dolphin,39.674538,19.708048,263.0
Limani,39.672943,19.706268,500.0
Smurf's,39.672077,19.704266,168.0
Nikos Restaurant,39.67183,19.704283,452.0
La Grotta Beach Bar,39.673885,19.718742,304.0
Elia Taverna Traditional Greek Cuisine,39.678413,19.727888,503.0
Votsalo Restaurant,38.467,20.577,48.0
Melina Patisserie,38.46119,20.575615,270.0
Dondoni Ice-Cream Parlour,38.46136,20.575586,97.0
Panormos Restaurant,38.460117,20.577908,433.0
Nostro Mare,38.46022,20.576073,56.0
Irida's,38.460915,20.57542,581.0
Odysseas Taverna,38.42555,20.545458,488.0
Captain's Cabin,38.460377,20.577026,556.0
Roulas Grill,38.460655,20.575706,451.0
Vegera,38.40444,20.559765,288.0
Le Passage,38.46061,20.575706,418.0
Parnassos Restaurant,38.461918,20.575338,181.0
Theodora's Cafe Bar,38.460278,20.575739,385.0
To Petrino,38.46229,20.552933,118.0
Restaurant Tassia,38.460842,20.575659,813.0
Elli's,38.462112,20.575308,1266.0
Oi Oraies Benitses,39.54678,19.912779,1116.0
Avra On The Beach Tavern,39.54202,19.914782,635.0
Nicos Taverna,39.54379,19.91435,78.0
Big Bite,39.542183,19.91453,501.0
Picante Mexican - Cocktail Bar,39.546574,19.91064,139.0
The Flower Garden Restaurant,39.545475,19.912056,293.0
LORIS Traditional Taverna,39.54649,19.912994,192.0
La Pergola,39.543633,19.914162,414.0
Paxinos Restaurant,39.546074,19.912718,999.0
Taverna Zorbas,39.54001,19.915083,424.0
Lotza lounge cafe,39.54639,19.913055,213.0
Stratos Taverna,39.545876,19.91327,148.0
Posidonia,39.542828,19.91439,201.0
Arokaria Taverna,39.52521,19.922552,77.0
Varvaras Restaurant,39.5086,19.92381,198.0
Ristorante La Dolce Vita,39.540512,19.916485,288.0
Laopetra,39.546852,19.912554,195.0
Mythos Traditional Restaurant,35.198105,26.254658,122.0
Kakavia,35.198288,26.275967,116.0
Restaurant ELENA,35.198036,26.252302,500.0
To Karafaki,40.97455,22.063654,47.0
O Kato Milos,41.02543,22.00348,102.0
Neromylos,40.105095,22.500175,68.0
Roll in Stone,40.104916,22.499718,63.0
To Steki - Grill - Pizzeria,40.105087,22.505978,70.0
To Pazari,40.10284,22.50168,82.0
Ta Mezedakia,40.105526,22.502441,187.0
Erato Wine Restaurant,40.10478,22.501291,304.0
Valsamiko,40.10542,22.50451,48.0
Ousies,40.80361,22.051666,707.0
Laos kai Kolonaki,40.798927,22.048231,128.0
Captain's Table Cafe Restaurant,38.179386,20.489426,717.0
Melograno Restaurant,38.179512,20.487448,72.0
Kalafatis Restaurant,38.17393,20.492136,715.0
To Patriko,38.182915,20.487541,42.0
Casa Grec,38.17868,20.488407,1401.0
El Greco,38.178326,20.487041,159.0
Pizza Al Forno,38.180794,20.487247,474.0
Bass Club & Cafe,38.17763,20.488386,44.0
Paparazzi il Ristorante,38.178913,20.48844,436.0
Ristretto Cafe,38.17436,20.492025,39.0
Baroque le Bistrot,38.178497,20.488035,147.0
Spathis Bakery,38.17523,20.49095,63.0
Tzivras Restaurant 1933,38.1747,20.491037,279.0
Compass Cafe-Bar,38.17866,20.489445,90.0
Cavo D'oro,38.181087,20.48908,103.0
o giros tis plateias,38.17944,20.487917,118.0
Vinaries,38.190567,20.479748,558.0
Antico Cafe Del Corso,38.17673,20.488932,58.0
To Arxontiko,38.179962,20.487383,523.0
Megas,38.174114,20.491882,113.0
Voskopoula,38.176865,20.48816,51.0
Portside Taverna,38.179745,20.489326,471.0
Kyani Akti,38.185272,20.48572,378.0
Pan Nik,38.179005,20.487965,82.0
Aristofanis Restaurant,38.172523,20.494234,421.0
Chinese Dragon,38.17939,20.486895,100.0
Karina Fish Hotel Restaurant,37.631813,27.118383,123.0
Mesostrati,38.847225,21.737669,593.0
To Rakomelo,38.82688,21.7425,332.0
Panorama,38.915264,21.792032,160.0
Senso Cafe,38.91491,21.7946,53.0
Kelari,38.91391,21.79477,125.0
To Xagiati,38.831825,21.738815,73.0
Taverna H Folia,38.914474,21.7945,124.0
Familjari,40.23169,20.35574,93.0
Bar Restorant Sofra Permetare,40.234043,20.352848,114.0
Restorant Antigonea,40.233746,20.353046,152.0
Nosotros Mykonos,37.44488,25.374298,48.0
Limnios Tavern,37.469753,25.320541,766.0
Taverna Petran,37.46981,25.317226,333.0
Nikkos Bakery Cafe,37.075653,25.348972,63.0
Nikos Restaurant,37.07343,25.352156,336.0
Cafe Hide Away,37.074207,25.352047,80.0
Perama Taverna,37.07815,25.352922,186.0
Colosseo Restaurant,37.074272,25.35116,342.0
Cafeateria,37.07384,25.35201,50.0
Golden Beach cafe-Patisserei,37.073967,25.351658,108.0
Traditional Greek Tavern Giannoulis,37.07477,25.352108,1861.0
Kavourakia Restaurant,37.07367,25.352043,97.0
Barbounis,37.073807,25.351841,258.0
Pili,37.422157,25.310581,344.0
Pere Ubu Mykonos,37.423203,25.311308,80.0
Barbeque,38.31985,23.31723,105.0
To Tzaki,38.32914,23.317774,55.0
Zithos,38.320087,23.317146,42.0
Ta Mourmouria,41.501217,26.534338,118.0
Safran,41.50125,26.533173,124.0
Poseidon,37.63814,23.157913,258.0
Ta Klimata,37.63419,23.153334,241.0
To Perivoli tis Gogos,37.636047,23.154125,296.0
Kalogerikon,37.621765,23.152996,152.0
Aigli Restaurant,37.634914,22.728075,236.0
Spilia,37.599125,22.70861,132.0
Eliobolo,37.634117,22.728472,39.0
Ernesto,37.6361,22.725592,58.0
Aigion Pelagos,38.242203,22.13658,100.0
Orestes,38.25597,22.09175,66.0
Eprepe,38.25372,22.085897,49.0
Rozos Restaurant,37.327747,23.148504,138.0
Salt & Pepper,37.327797,23.149017,428.0
Ostria,37.32252,23.144043,350.0
Epavlis Ressort - Restaurant,37.295536,23.184528,72.0
Sinitsa Taverna tis Giagias,37.302994,23.144905,377.0
Tavern Maistraki,37.341667,23.125557,75.0
Drougas Bakery - Porto Heli,37.32718,23.14806,186.0
Restaurant Alexandra,37.325203,23.143114,338.0
Artigiano Pizza e Pasta,37.324596,23.14333,93.0
Piazza Italia,37.32354,23.143694,100.0
To Ouzaki,37.324577,23.143797,142.0
Papadias 1958,37.35594,23.10053,119.0
O Barba-Petros,36.66618,22.380451,266.0
Aula Cafe,36.665813,22.379902,260.0
Alepis,36.666016,22.38057,58.0
Taverna Vaggelis,36.61204,22.391825,138.0
