name,latitude,longitude,num_reviews
Sunset,35.45239,24.207468,79.0
Alexandrino Kebap - Agia Varvara,37.988857,23.662025,70.0
Simadoura,37.10069,25.793734,167.0
Cap Cap,37.891975,23.749655,84.0
Plimari,39.470432,23.111032,214.0
Moschoula Restaurant,38.595837,21.936838,321.0
Ouzeri tou Kavouri,40.58662,22.94886,119.0
La Bistecca,40.59054,22.946907,202.0
Arodo Ouzeri Mezedopoleio,40.56683,22.957779,82.0
To Manitari,40.592247,22.949505,713.0
Nea Diagonios,40.592384,22.947777,1747.0
Gialos,40.57936,22.938404,270.0
To Kentrikon,40.582596,22.948387,49.0
Azzurro,40.590195,22.945133,197.0
Shark Bar Restaurant,40.591293,22.94649,474.0
Paradosiaki Taverna Platanos,35.15715,25.644133,143.0
Tavern Grill Elena,40.731564,24.729624,241.0
Glukanisos Mezedopolio,40.789715,22.410414,104.0
ZORBAS Restaurant - Cafe,39.27249,23.164524,110.0
Marabu Bar & Restaurant,39.268852,23.166344,68.0
En Afisso,39.27295,23.165358,45.0
Rakentia,36.62684,24.916786,226.0
To Zimaraki,36.626778,24.918177,262.0
Psarotaverna Stavros,37.970055,24.007395,252.0
Xypolitos Fish Tavern,37.99231,24.03139,114.0
Biraria 1989,37.973915,24.010313,70.0
Pizzadelporto,37.974384,24.0103,44.0
To Terma,37.990444,24.020826,58.0
Marida,37.96935,24.007177,245.0
H LEFKA,37.96728,24.0062,39.0
Albatross,37.978245,24.008396,106.0
Island Basket,37.97002,24.007446,581.0
The Dolphins,37.97337,24.010267,128.0
Geusea,36.612614,27.132914,177.0
Irini Restaurant,36.610996,27.132847,111.0
Telonio,36.679646,22.376898,925.0
I oka,36.679718,22.377516,219.0
Phoenix Sky Line Restaurant Bar,39.15819,23.47182,148.0
Tavern Ancient Lappa,35.288906,24.33693,378.0
Aravanes Taverna,35.257244,24.643194,180.0
Blue Chairs,37.785164,26.84755,200.0
Pera Vrisi,37.784153,26.850204,103.0
Galazio Pigadi,37.785076,26.846945,151.0
Stou Tsagkari,38.3105,20.46918,151.0
Taverna Dalas,37.117283,25.535967,142.0
Anagennisis,37.118465,25.534534,56.0
Kipos Tavern,40.60859,23.100025,52.0
Aelios Petra,40.595562,23.088322,350.0
Kioskia,40.617756,23.099962,203.0
Zaatar,38.099022,23.819508,96.0
Frankie - Nea Erythraia,38.088287,23.81625,39.0
Kastri Bistro,38.09478,23.823832,47.0
Little India,38.08963,23.815485,83.0
Chromata Vythou,38.08816,23.814817,157.0
Apostaktirion,38.092175,23.813583,87.0
Barbounaki Nea Erythrea,38.088997,23.816793,227.0
Buffalo Wings & Rings - Athens,38.08827,23.816301,75.0
Taxidevontas Sta Voreia,38.090546,23.8138,247.0
I Kali Parea,38.08983,23.816277,58.0
Ippokampos Tavern Cafe Snack,35.500835,23.694778,160.0
Baluse - Seascape all day Bar,38.393993,24.042871,49.0
Pernera Vegan Restaurant - Fairtrade Coffee Shop & Market,37.324192,26.542456,98.0
Oklaca,37.321785,26.538038,146.0
Ginger,37.322796,26.545242,101.0
chris cafe,37.325096,26.542585,75.0
Souvlaki Pappou,37.329586,26.543732,127.0
Louis Restaurant,35.953625,27.76834,60.0
Colonia San Marco Caffe,35.948215,27.79852,77.0
Kanellos Loukoumades,38.260002,25.922077,318.0
Almyra,36.325768,22.982477,50.0
To Peiratiko,38.162994,22.342178,53.0
Pregio Food Bar,38.15516,22.316965,47.0
Kalamatianos Seafood Restaurant,40.660248,23.725264,310.0
Giannis Restaurant,40.66536,23.693108,48.0
Bakis Brothers,36.225906,27.856733,252.0
Empona's View,36.221405,27.85237,127.0
Bakis Manolis Taverna,36.22841,27.859003,85.0
Taverna Savvas,36.22789,27.855143,104.0
Fisherman - Giorgos & Marina Taverna,37.44738,25.391188,1005.0
Paprika,37.44834,25.390417,280.0
To Steki tou Proedrou,37.447483,25.390862,618.0
Kalammmakia,37.45001,25.38703,389.0
Skalakia,35.553226,24.08657,114.0
Raftis,35.01573,24.780924,133.0
Vrachos Taverna,35.01541,24.760334,134.0
Livas,35.016445,24.781507,97.0
Asylo,40.63433,22.957872,58.0
I Mikri Arktos,39.90532,20.819572,288.0
Koutelo by the sea,35.200027,24.190079,106.0
Taverna Obrosgialos,35.201138,24.136265,174.0
Sfakia View Cafe - Snack Bar,35.19979,24.139542,46.0
Cross Tavern,37.78019,20.678547,505.0
Taverna Pizza Jimmy's,39.14364,23.44087,738.0
Entheon Restaurant Cafe,37.05821,21.575922,105.0
Panorama Restaurant,37.056923,21.57804,610.0
Maistrali Restaurant Fish Tavern,37.057224,21.577248,185.0
Minas Cafe,36.263756,23.076397,87.0
Mpotzio Coffee Food & Drinks,36.226837,23.081078,156.0
Psomoladea,36.22681,23.082325,518.0
I Striggla pou 'Fage Arnaki,37.40927,24.964245,120.0
Mesogeios,35.174866,24.414663,389.0
Kantina O Petros,35.180855,24.422333,45.0
Violakis 1967,35.174915,24.414518,602.0
Karavopetra Pizza Restaurant,37.66421,26.882399,45.0
Mpalsamiko,40.993507,22.876347,92.0
Sweet Port,37.659695,24.311924,105.0
Maniatis Restaurant,37.681797,22.029566,97.0
Paradisos,38.843323,21.737204,60.0
Stin Poly,38.82861,21.723078,124.0
Souvlaki Steak House & Grill,38.119286,20.627632,289.0
Oinomezedotherapefterio o Giorgaras,39.333897,23.13188,80.0
Kanela & Garyfallo,39.87362,20.750406,1008.0
En Chora Vezitsa,39.873695,20.752525,48.0
Sta Riza,39.827026,20.747583,480.0
Maridatis Tavern,35.222683,26.27068,71.0
Kafe-Cafe,35.207306,26.10684,53.0
To Limani,35.20835,26.106573,328.0
The Rakadiko of Antonis,35.208736,26.10661,131.0
The Wall Music Bar,35.20911,26.106888,39.0
Tzivaeri,35.208088,26.106747,122.0
Inodion,35.208553,26.106491,471.0
Mousiko Meltemi,35.20534,26.108799,55.0
Rizoviglo,35.206047,26.266327,39.0
Thalassa Cafe Restaurant,35.207466,26.106915,139.0
Cretan House KRITIKO SPITI,35.20659,26.107386,1101.0
ManiBella,36.69179,22.389849,277.0
Paradosiaki Taverna Karavopetra,36.690468,22.38947,114.0
Amfitriti,37.780674,26.992104,92.0
Taverna Mosxo... nostimies,39.97126,23.454653,55.0
Old Shepherd,38.001316,23.941118,76.0
Meat The Stars,38.002335,23.941507,112.0
Juicy Grill Athens,37.999813,23.797995,983.0
Melitini,38.006367,23.798933,202.0
Coco Fino,38.00518,23.795607,84.0
Koutouki Palia Istoria,38.00248,23.803148,63.0
Aperio cucina & vino,38.006203,23.797832,115.0
Fisarmonika Mezedopotion,38.001053,23.787823,424.0
Monster Burgers Holargos,37.998573,23.799887,58.0
Ta Papakia,38.005836,23.797009,105.0
Shisan Sushi Bar,38.001972,23.790869,58.0
o Proedros,38.002964,23.792479,121.0
Bootleg Athens,38.00414,23.796587,77.0
Hokyo,38.003887,23.796555,66.0
Katina,38.35975,22.228855,147.0
To Limanaki,37.77081,23.490368,116.0
To Svelto Kouneli,37.771782,23.490767,80.0
Elamesa Restaurant,37.7722,23.484219,45.0
Ταβέρνα Ριζάρι,38.58739,23.537266,47.0
Oino Cafe Bar,38.906025,24.563993,64.0
Manna,38.905735,24.56529,49.0
Villaggio,38.903492,24.564041,74.0
Barba Giannis kai Maritsa,38.90518,24.565279,79.0
Nautilos Restaurant,36.412994,27.388113,238.0
Taverna Michalis,36.414837,27.385874,257.0
Glyfada Beach Restaurant,39.594296,19.804039,240.0
Pazuzu,39.59068,19.809908,454.0
Zissis Restaurant,39.934765,20.672155,184.0
To Asteri Tavern,38.377056,26.01984,251.0
Pyrgos,38.378,26.024208,56.0
Oasis,39.139027,23.644077,118.0
Madalaki Cafe,39.13598,23.645273,132.0
Manolis Tavern,39.139763,23.642452,354.0
Lithi,37.838253,24.939837,140.0
Andros Yacht Club,37.84487,24.935726,46.0
Nostalgia 1950,37.838078,24.939535,119.0
Endochora,37.837627,24.93866,856.0
Fresco Juice & Salad Bar,37.837154,24.937452,72.0
Mezedopoleio O Nonas,37.83838,24.93809,191.0
Dolly’s Bar Restaurant,37.837566,24.936556,55.0
Verde Andros,37.836063,24.937763,66.0
Massalia,40.132885,23.39688,309.0
Glykanisos,40.83815,24.305218,121.0
Ta Tria Pitharia,40.835827,24.305407,107.0
Orizontes,37.98723,22.46538,84.0
Grammofono,39.878517,25.062418,254.0
The Platanos,39.87835,25.061186,108.0
Kosmos Taverna,39.87886,25.060778,374.0
Provenza,37.26731,23.155594,119.0
Tiramisu Sweets & Coffee,37.269234,23.150372,49.0
Delfinia,40.504288,25.525436,93.0
Sea Satin Nino,37.773216,24.950876,212.0
Psitopoleio Anatoli,37.772736,24.951403,39.0
Tavern Antonis,37.535076,25.216839,189.0
To Boukouni,37.933933,22.340963,47.0
Kafeneio-Ouzeri Tselementes,36.97174,24.723867,59.0
Botzi,36.974007,24.723843,101.0
Cayenne Restaurant Art Gallery,36.973114,24.723597,506.0
Okyalos,36.973103,24.723757,608.0
Oraia Sifnos,36.97412,24.723309,306.0
Drimoni,36.97113,24.72681,412.0
O Kalofagas,40.96905,21.940456,114.0
Kokkino Piperi,40.96436,21.924335,648.0
To Choriatiko,40.969025,21.923088,192.0
Το Πέτρινο,40.971306,21.916521,77.0
Tsolias,40.966526,21.940409,314.0
Ydrolithos Loutraki,40.97044,21.9433,169.0
Methexi,38.04812,23.764563,119.0
Amandi Bar Resto Cafe,38.047066,23.766668,86.0
Afropsaro,38.043644,23.771881,208.0
To Chani tou Stavrou,38.047504,23.765808,54.0
Arodou Restaurant,35.52846,24.07721,221.0
Bourakis Restaurant,35.53344,24.077047,336.0
Alibertos,35.53541,24.07685,79.0
The Old Perithia,39.764484,19.874994,143.0
Ognistra,39.765053,19.875507,54.0
Spitiko Apla,37.94754,23.71192,42.0
Piatsa Kalamaki,37.946247,23.714237,149.0
Sakis Kebab,37.94273,23.700384,161.0
Kenko Modish Sushi Bar,37.9472,23.715317,224.0
Dei Fratelli,37.954464,23.71577,352.0
Koi Sushi Bar,37.945274,23.712011,39.0
Sorbetto by Voustasia,38.01678,22.744822,84.0
Koutouki Sta Kala Kathoumena,37.972736,23.618727,52.0
E/G Taxidevontas,37.953625,23.621206,240.0
Xrisimopolion,37.9668,23.622557,289.0
Aroma Polis,37.965923,23.612333,64.0
The BBQ Low & Slow,37.97126,23.620827,68.0
Naut-oiko,38.303825,21.774904,411.0
Distinto bar restaurant,38.304913,21.776196,196.0
Mageireion Koukoutsis,38.301342,21.781727,184.0
Marogia Beach Coffee Food Bar,38.31795,21.817137,85.0
Blue Garden,35.740635,27.173306,866.0
Edem Garden Restaurant,35.74078,27.173223,527.0
Taverna Parthenon,35.740723,27.1732,99.0
Anemos Sunrise,35.690166,27.18941,58.0
Bareladiko,37.684174,22.295464,688.0
Skourkos Taverna,37.68454,22.295631,182.0
Restaurant Klimataria,39.4045,23.131643,108.0
Petrino Taverna,39.190605,23.2161,58.0
Kollokas Taverna,38.780487,20.70651,150.0
Sikia Taverna,39.309063,23.108784,79.0
Earino,35.202778,24.991726,192.0
Zorbas,39.085354,20.668375,63.0
News Cafe Beach,35.33227,25.204567,54.0
Alatarea fish restaurant,36.14332,23.001345,112.0
Taverna Paradiso,40.870014,24.314226,44.0
Raki me Ellada,40.368626,23.531301,109.0
Kovetai Psinetai,39.370472,21.18695,39.0
Costa Costa Beach Bar,40.38595,23.91718,67.0
To Fanari,39.192207,23.925932,416.0
Paradisio,36.931328,26.966059,206.0
Fagopotion o Polopetros,35.28762,24.373587,48.0
Psarotaverna O Kapetanios,40.335796,23.721548,165.0
Kouros Cafe & Tavern,40.34257,23.720514,128.0
Evora Cafe Restaurant,40.86689,21.839981,66.0
Dionisos,40.951546,21.926683,1140.0
Il Faggio,40.644478,21.49371,113.0
Omegas Tigris,40.644154,21.494228,46.0
Maniatis Garden Cafe Bar Restaurant,39.146534,23.4636,192.0
Pestrofes,41.295918,23.037779,62.0
Tintza's Cafe,41.291622,23.037237,68.0
Jimmy's Fish Tavern,37.59399,23.339453,142.0
Athina Meletis,37.59351,23.339567,42.0
To Vathi Tavern,37.593292,23.3391,54.0
Drosia,37.822865,24.895756,92.0
Piges Karidies,37.822662,24.896074,65.0
"Psarotaverna ""Ta Katostarakia""",38.047802,21.348198,47.0
Venus Restaurant Bar,36.658684,25.372663,154.0
Maria's Sweets & More,36.180645,22.984566,90.0
Lord Byron Restaurant,38.125492,20.51537,109.0
Taverna Maria,39.834393,22.79423,60.0
Mplexame Mezedopoleio - Tavern,37.80777,23.977312,98.0
60 Needles,39.689487,19.828665,165.0
Limeri Restaurant,39.68895,19.830019,417.0
Etrusco,39.688572,19.835072,358.0
Castello Taverna,35.30874,24.44862,132.0
Nirikos,38.800102,20.715853,500.0
Venezia Restaurant,39.233616,20.602942,128.0
Psarotaberna Mikyberna,40.278755,23.397959,119.0
Ostria Restaurant,36.128902,28.069073,1109.0
'Asterias' Gourmet a la carte Restaurant,36.12538,28.068178,95.0
Konstantin Restaurant Cafe,36.126194,28.063768,1058.0
Eleonas tis Marinas,37.833767,21.142143,127.0
Platia Tavern,37.11794,25.42553,257.0
Gavdos Stella's Bakery,34.835957,24.087238,190.0
Fish tavern Panorama,34.831997,24.1105,119.0
Stella's Taverna,37.013058,25.241388,131.0
Dio Ke Nakei,38.002613,23.663265,65.0
Thimari,38.015736,23.650833,52.0
Bakaliko,38.00448,23.664122,46.0
Ena & Ena Taverna,38.009335,23.653116,50.0
To Apagkio tou Kapetan Kosta - Grill & Pizza,37.245296,22.86512,95.0
Kochyli,40.25819,23.201336,91.0
Hippocampus Restaurant,38.687626,20.712292,65.0
Bola,36.93317,24.689064,150.0
Symposio,36.93285,24.687325,53.0
Pinky Beach,37.40972,25.348604,316.0
Scorpios Mykonos,37.406532,25.347887,2226.0
Antartis,35.405365,23.9845,164.0
Taverna Leventogiannis,35.41111,23.983055,83.0
Ydrolithos By the Sea Restaurant,37.14365,24.513765,236.0
Metalleio,37.142742,24.512943,360.0
Kalis Seafood Restaurant,37.142654,24.514202,569.0
Chill & Co. Resto bar,37.142025,24.514954,42.0
Gialos,37.141754,24.515368,118.0
Thalami,37.142574,24.514431,334.0
Captain's Serifos,37.141933,24.515152,45.0
Lepi Lepi,37.14355,24.513983,107.0
Taverna Kastraki Paradise,37.00458,25.385214,362.0
Blue Lagoon,37.003624,25.38626,91.0
Apolafsi Naxian Traditional,37.006275,25.395021,400.0
Faros tou Alykou,36.98624,25.392984,647.0
Taverna Axiotissa,37.005386,25.394953,1167.0
Taverna Elia,39.41291,19.991077,147.0
Tritoxo GuestHouse & Restaurant,39.87082,20.776165,170.0
Vakchos,37.76496,23.533209,50.0
Captain Fish Restaurant,39.927994,23.585762,171.0
Pizza House Gonia,38.3646,20.71619,48.0
Poseidon Restaurant - Fish Tavern,38.364105,20.718721,323.0
Rozes,38.36364,20.719028,54.0
KINJO,38.035915,23.827497,59.0
Gusto Divino,38.04293,23.835033,72.0
O kalofagas,38.046307,23.845161,80.0
mammoth slow food,38.03784,23.826508,53.0
Gelasto Kremmydi,38.03571,23.827194,42.0
Thymari,36.85641,25.472733,116.0
Surfin Bird,36.85625,25.472754,164.0
Ipovryhio,36.861378,25.46813,293.0
Lizzy's,38.44928,20.691757,200.0
Mills,38.449913,20.690357,538.0
Alexandros Restaurant,38.33167,20.54642,619.0
Giorgos,38.332012,20.546717,123.0
Myrtos Taverna,38.331673,20.546173,524.0
Mouragio,40.400074,23.881107,223.0
Maryvonne Taverna,37.44445,23.267977,130.0
The Watermill of Zia,36.845398,27.204708,954.0
Taverna Zia No Stress,36.84468,27.204702,568.0
Oromedon Traditional Tastes,36.846188,27.203934,2603.0
Thea Restaurant,36.828716,25.893562,54.0
Tsagaradiko,36.831776,25.899536,114.0
TranzisToRaki,36.831535,25.898289,944.0
Mpirzolaki,36.831596,25.897764,105.0
Kath' Odon,36.83173,25.899384,130.0
"3porto, Triporto",36.831676,25.898775,151.0
Gyrobank,37.70753,23.366615,58.0
Aquarius Cafe Restaurant,37.70972,23.365139,117.0
Trattoria-Pizzeria ''Da Carla'',37.710114,23.364119,182.0
Oasis Seaside Restaurant,37.708267,23.36596,172.0
To Agistri,37.71013,23.36345,417.0
Psarovarka,37.707844,23.367233,131.0
Sunrise cocktail beach house,37.710167,23.36411,180.0
Kekrifalia,37.707092,23.367887,50.0
Deli,36.8695,25.518835,353.0
Cafe stou Peri,36.869755,25.51856,45.0
Restaurant Harama,36.880646,25.51798,77.0
Kira Pothiti,36.869415,25.519663,240.0
O Faros,36.94399,24.750715,79.0
Lichnos,36.944103,24.751375,160.0
Flaros,36.943676,24.751974,226.0
To Limanaki,36.943542,24.752144,923.0
To PAragadi,38.17725,24.207403,50.0
Sardelitsa Nea Styra,38.176113,24.207304,168.0
Fish Tavern Meintanis,38.185913,24.19861,51.0
Dounias,35.40915,24.014889,1245.0
Kafenion Sintivani,36.28984,27.943521,39.0
Diavlos Fishtavern Restaurant,39.1544,23.076303,39.0
Ki Opou To Pei,39.17766,23.2466,87.0
Prespeion,40.839706,21.159197,250.0
Akti Peroulia,36.834255,21.932053,62.0
Thalami,35.415813,23.562159,516.0
Sunset Fish Restaurant,35.415592,23.561333,263.0
Pantelis Fish Tavern,37.042416,25.084444,208.0
Bougainvilles,37.039986,25.081944,77.0
Kalokeri,37.03998,25.081854,303.0
Sifneiko Cafe,37.043194,25.076252,47.0
Yam,37.039337,25.08274,254.0
Di Nonna Gelato,37.039646,25.078838,55.0
Stratos Pizzeria Restaurant,37.039936,25.079344,58.0
Lollo's Antiparos,37.039825,25.08449,380.0
Pinakoti-Pinakoti,39.33636,23.117353,62.0
Il Mercato Bar,36.14839,22.988754,55.0
Kamari all day bar,36.242435,22.945435,83.0
Kalypso,37.63115,26.09377,75.0
RakoStroto,37.63172,26.177807,53.0
Poseidon Ouzeri,39.910625,25.262049,107.0
Galazio Limani,39.87187,25.26627,104.0
Pezoula - The Home of Taste,39.8733,25.269136,128.0
O Molos,38.638725,20.699886,388.0
Zolithros,38.63879,20.699564,490.0
Marilion,38.63942,20.69427,106.0
Robinson Taverna,35.033237,25.944103,176.0
To Limani,37.44196,24.942122,49.0
Maison de Meze,37.44972,24.936058,153.0
Apanohoritissa,37.450417,24.935701,155.0
Syrianon Kafepoteio,37.449905,24.935644,115.0
Pelion Plaza,39.416454,23.161686,121.0
Akti,39.415466,23.163479,134.0
IVAS crepes & more,39.41673,23.161337,135.0
Orea Ammoudia,39.40864,23.168827,80.0
Poseidonas Psarotaverna,39.41662,23.161545,113.0
Gyros Grill by Vassilis,36.876743,27.206736,192.0
To Akrogiali Fish Tavern,40.257626,23.21408,137.0
To Votsalo Psarotaberna - Oyzeri,40.25654,23.219625,51.0
Kitrini Gkazoza,38.0371,23.739271,70.0
Baratin Drink & Dine Home Bar,38.0357,23.738676,134.0
Mama Goose,38.038204,23.737223,138.0
Pastabar,38.037323,23.73933,387.0
Oi Souvlakes,38.0312,23.736755,60.0
To Palio Kafeneio - Ta Glyka tis Fofos,39.992035,22.570017,290.0
T'Archontiko Traditional Tavern,39.992344,22.570581,63.0
Taverna Olympos,39.992355,22.570303,270.0
Dizer,38.059612,23.7884,46.0
Mousiko Pantopoleio to Kotetsi,38.060116,23.79764,99.0
Mejico,37.90685,23.74846,225.0
Mezeklik,37.904377,23.746668,169.0
Aifnis,37.91836,23.748035,145.0
Etsi Apla,37.90246,23.746834,65.0
Sousami,37.903244,23.750202,96.0
Spiti,38.027233,23.78434,235.0
Taverna Tourkantoni,38.01197,23.851559,77.0
L’ Angolo Pizza Pasta Trattoria,38.009434,23.858109,89.0
Ta Efkalypta,37.790405,23.882969,55.0
Boa Cafe Bar,37.787582,23.886093,50.0
Masati Est: 1988,37.793945,23.890614,42.0
Kollias Kalyvia,37.84014,23.92844,70.0
Mavro Provato Melissia,38.054462,23.84231,412.0
O Proedros,38.05204,23.838934,147.0
Sasi's,38.054092,23.842613,167.0
Beer Way,38.0544,23.842867,59.0
Ta Psarakia,38.060707,23.83653,68.0
Kozi's,38.05421,23.842825,943.0
Taverna Argyris,37.758728,23.521112,44.0
Psaromezedes,37.94863,23.67805,103.0
Kanaria,37.946808,23.6824,77.0
Koutouki Zempereki,37.950356,23.681513,80.0
Peperi,38.04351,23.75326,72.0
Karavidas,38.03098,23.759495,107.0
Yama Sushi Bar,38.05838,23.857658,80.0
Papillon Bistrot Athens,38.004883,23.77583,89.0
The Sushi Bar,37.99827,23.77544,48.0
Iki Sushi Lounge,37.99993,23.771778,51.0
The Albion,38.00512,23.776667,182.0
Hachiko Sushi Tales & Cocktails,38.007103,23.777626,170.0
The Burger Joint,38.004467,23.776525,248.0
Chochlidaki,37.99962,23.7727,192.0
TGI Fridays,37.931103,23.685349,381.0
Suzanna,37.933308,23.696629,70.0
Tzitziras & Mitziras,37.923756,23.699629,157.0
The Tavern,37.91857,23.70046,48.0
Magikes Katsaroles,37.937187,23.69909,122.0
Aladdin Kebap Restaurant,37.929848,23.70258,373.0
Koutouki Kalypso,37.942516,23.70018,422.0
Taverna Stathis & Giota,37.93765,23.701288,62.0
Zuccherino,37.930244,23.696451,72.0
Fuzhou Garden,37.92182,23.713985,54.0
Deniz Meze,37.922344,23.707388,485.0
I Palia Fava,37.934444,23.706388,300.0
Taverna Kartoutso,37.93557,23.696388,51.0
I Love Souvlaki,38.00366,23.8801,42.0
Kottavos,38.01223,23.691225,45.0
Arhontikon,38.01388,23.705835,182.0
Won Ton - Chinese Food & Sushi,38.01352,23.707228,59.0
Matina Pizza Restaurant,38.00604,23.6825,48.0
Wok Master X,38.011703,23.692133,57.0
Green Rose Beer-Restaurant,38.011734,23.690844,113.0
Fatto a mano,38.01289,23.69808,46.0
Schinos Bistro,38.012455,23.703646,67.0
YUZU Sushi Bar & More,38.01157,23.695442,95.0
Terrazzini Trattoria,38.014214,23.69621,98.0
Arch Beer House,38.014076,23.688358,228.0
Travolta Athens,38.005238,23.702444,302.0
To Koutouki,38.12585,23.880901,55.0
Klepsydra Restaurant,38.120827,23.85925,52.0
Grillis Koutouki,37.96292,23.70334,93.0
Napul'e Italian Comfort Food & wine,37.83375,23.803614,154.0
Tsolias,37.834686,23.793036,234.0
Ta Vlachika,37.834805,23.791882,88.0
Palia Istoria Kefalari,37.5961,22.687681,93.0
Ο Mparmpamichalis,40.10406,21.019194,124.0
To Steki Village Place,36.15362,27.778479,42.0
Nikitas Tavern,34.998505,25.382133,58.0
"Taverna Agorastos ,Fishka 1976",40.00867,22.598015,57.0
Taverna Stefanis,35.233803,25.468073,302.0
Taverna Krassopsychia,35.23379,25.468456,420.0
Irthe ke Edese,39.29334,23.14343,61.0
Taverna Charilis,37.68767,21.326963,60.0
O Savouras,37.687626,21.327087,45.0
Taverna Motorship,40.642776,24.51573,67.0
Alfas Restaurant,40.643303,24.515148,87.0
H XARA TAVERN -CAFE - SNACK,35.454617,23.699324,86.0
AntaMa,35.444733,23.691717,532.0
Taverna Neratzoula,35.44996,23.695976,1020.0
Psistaria Lagos,39.501984,21.538052,55.0
Kohyli Bay,39.509922,19.923695,85.0
Cabbanes,37.421997,25.395105,51.0
Pavilion,37.423473,25.394442,190.0
Sishu Sushi Bar,37.421795,25.392843,50.0
Asagka Palia Istoria,40.84157,21.770601,189.0
Maria Restaurant,40.84053,21.76937,49.0
Piperi,37.92422,23.141327,66.0
Meltemi Restaurant,37.93009,23.145876,90.0
Hovoli,35.34762,24.592886,136.0
Platanos Restaurant and Bar,35.00406,25.58522,170.0
La Sera,35.004166,25.584171,78.0
To Kyma,36.786243,24.578724,356.0
Postali,36.78557,24.58067,107.0
Psamathi Living & Taste,35.504505,24.17136,46.0
Rokos/Kantina,35.505592,24.175985,135.0
Dough and Shaker,37.64014,25.040459,353.0
Maru,37.651886,25.05141,39.0
Peri Anemon,37.65173,25.051537,85.0
Diafokereiko,37.747375,20.774233,49.0
O Sfouggaras - Eirini Valsamidi,36.931942,26.965088,50.0
Psarotaverna Vythos,38.656662,23.19232,49.0
Meze Meze Mezedopoleio,36.335613,28.174664,225.0
Gerasimos Fish Tavern,39.04291,21.114557,78.0
STEKI HOUSE,35.518265,23.905045,59.0
Eleni Tavern,39.14611,23.291,80.0
Barba Minas Taverna,35.4266,27.152863,51.0
Poseidon Blue,35.454407,27.165443,721.0
Breeze Finger Food Bar,37.66212,24.321196,134.0
Vourkarion,37.665516,24.327997,237.0
Seirios kouzina tou Aigaiou,37.665394,24.326023,165.0
To Remoutsiko Tavern,37.93879,23.730843,305.0
Pizza Days,37.94356,23.732918,44.0
Laos Kai Kalamaki,37.9451,23.73423,56.0
Keros Seafood Restaurant,37.926567,23.725069,73.0
To Traino,40.6771,22.918022,131.0
40 Kimata,40.66397,22.901909,92.0
Klimataria Taverna,40.323875,23.656372,263.0
Taverna O DImitris,40.323586,23.656767,45.0
Il Tricolore,37.885113,24.737085,49.0
Hot Spot Pizza Bar,37.88164,24.751696,279.0
Ta Souvlakia tou Gavriou,37.883316,24.736334,200.0
Sails,37.88631,24.736969,51.0
Francesco,37.883224,24.735477,49.0
Laas Cafe,37.88414,24.736633,59.0
Archontiko,39.953762,23.606567,289.0
To Steki,41.199677,24.705376,79.0
Rotonda,37.05873,25.51098,1364.0
Taverna Platanos,37.0715,25.520496,245.0
Cafe-Ouzeri O Giorgos,37.0722,25.521544,52.0
Kounaria,37.617702,25.117886,164.0
Arktos,37.48486,22.041763,88.0
To Manitari Taverna,39.28381,21.735987,523.0
Taverna Chrysopeleia,39.27331,21.733,200.0
Avaton,39.13982,23.4575,118.0
Kanapitsa Taverna,39.136803,23.460163,610.0
Itan Keros (it was about Time),36.623505,22.388834,293.0
Fagopotion,39.76669,19.94768,312.0
Cielo Beach,40.15189,23.730408,65.0
Da Leonardo Cucina Italiana,40.600246,22.983768,193.0
Anantam Papantam,40.599804,22.987732,64.0
Kantina Nterlikatesen,40.60034,22.996141,53.0
Goody's Burger House,40.55227,22.983822,66.0
Glikanisos,40.597958,22.984997,651.0
Kali Kardia,35.570248,23.766186,202.0
Topos&Elia,35.428234,23.685808,183.0
Oinohoos,35.42983,23.68544,322.0
Spiliaraki,35.428936,23.685757,319.0
Alexandra Taverna,37.81934,20.676115,90.0
Dome Real Cuisine,40.548935,22.99,78.0
Planetarium Barestau,40.562435,22.995193,255.0
Semen,40.5483,23.02238,79.0
Lordon,40.546917,23.020374,110.0
Bahamas Brunch Bar,40.55379,23.0188,49.0
Liogerma,36.751675,22.79976,209.0
Akroyali Restaurant,36.863712,21.921215,61.0
ORA baresto,37.398228,24.8782,99.0
To Kyma,37.398056,24.879757,123.0
Filomina Restaurant Taverna,37.39846,24.877941,154.0
Ntanos Bakery & Pastries,37.39834,24.877728,48.0
Dionysos Restaurant,39.720383,19.66054,202.0
O Vrachos,36.92444,21.933138,251.0
Taverna Klimataria Giorgos,37.851727,21.114708,146.0
Armonia Restaurant,37.837685,20.8125,75.0
Anixi para Tetarto,38.130955,23.860502,78.0
Ta Bakaliarakia tis Anixis,38.13089,23.860075,54.0
Alexandros Panorama,36.325123,28.074608,58.0
Restaurant Smaragd,36.314323,28.096275,255.0
Artemida Taverna,36.30593,28.094194,1793.0
Demi's Restaurant,39.14959,23.846758,133.0
Hayiati,39.14867,23.843513,510.0
Thea,39.14835,23.843332,171.0
Aposperida,35.401386,24.150883,53.0
Yefuri,38.46007,20.642273,283.0
Vithos Seafood,40.658154,22.94185,48.0
Trigono,40.658615,22.94306,47.0
Cavo Doro,39.21202,25.85111,122.0
Aspro Paros Seaside Restaurant,37.102028,25.265696,209.0
Christiana Restaurant,37.104088,25.26646,415.0
Mesostrato,35.327644,23.740704,174.0
Hasta Luego,39.994114,22.620832,120.0
Alisachni,39.995415,22.618132,61.0
