name,latitude,longitude,rating,num_reviews,rooms,total_grade
Carol Hotel,37.94278,23.661411,4.0,36.0,35.0,79.0
The Park Hotel,37.940243,23.643425,2.5,106.0,40.0,98.0
Hotel Triton,37.945477,23.64466,3.5,466.0,57.0,100.0
Eva Apartments,37.94715,23.64708,4.5,5.0,0.0,96.0
Hotel Argo Anita,37.94562,23.647606,3.5,406.0,55.0,100.0
Gallery Suites & Residences,37.94711,23.64462,4.5,14.0,0.0,100.0
Delfini Hotel,37.94683,23.642773,2.0,193.0,50.0,99.0
Phidias Piraeus Hotel,37.939377,23.646955,4.5,1748.0,25.0,98.0
Ionion Hotel Piraeus,37.947655,23.642975,3.0,111.0,19.0,99.0
Faros II Hotel,37.93943,23.64284,3.5,102.0,24.0,98.0
Lilia Hotel,37.939632,23.651304,4.5,716.0,18.0,97.0
Efplias Hotel,37.93683,23.64015,4.0,57.0,23.0,91.0
Piraeus Port Hotel,37.94682,23.648643,4.5,393.0,32.0,93.0
Niki Hotel,37.94716,23.647514,3.0,127.0,26.0,96.0
Cavo d'Oro,37.93687,23.656162,3.0,53.0,74.0,84.0
Hotel Anemoni,37.944805,23.64926,4.0,196.0,45.0,100.0
Piraeus Theoxenia Hotel,37.9456,23.647104,4.0,591.0,76.0,100.0
Pension Elektra,37.747948,23.4273,4.5,81.0,8.0,96.0
Hotel Mistral,37.348038,23.469046,5.0,660.0,17.0,97.0
Miranda Hotel,37.347916,23.466076,4.0,97.0,1.0,96.0
Hotel Leto Hydra,37.348103,23.466866,4.5,471.0,22.0,97.0
Sidra Hotel,37.348717,23.466951,4.0,61.0,16.0,97.0
Phaedra Hotel,37.34844,23.468834,5.0,282.0,7.0,99.0
Orloff Boutique Hotel,37.348217,23.465172,4.5,313.0,9.0,97.0
Hydra Hotel,37.348904,23.46456,4.5,123.0,8.0,97.0
Hotel Delfini,37.350437,23.466528,3.5,30.0,269.0,99.0
Angelica Hotel,37.34753,23.46632,4.0,189.0,21.0,96.0
Ippokampos Hotel,37.348705,23.468094,4.0,93.0,15.0,99.0
Greco Hotel,37.34819,23.46981,4.5,124.0,19.0,96.0
Amarillis Hotel,37.349308,23.46753,4.5,46.0,10.0,99.0
Hydroussa Hotel,37.348495,23.46557,4.0,261.0,40.0,97.0
Four Seasons Hydra Hotel,37.33782,23.439793,4.5,149.0,6.0,0.0
Theano Hotel,37.5072,23.457,4.5,36.0,16.0,61.0
Manessi City Boutique Hotel,37.49944,23.451418,4.5,129.0,13.0,79.0
Sirene Blue Resort,37.50543,23.479399,4.5,347.0,95.0,43.0
Hotel Saron,37.499184,23.451538,4.5,61.0,18.0,81.0
Golden View Beach Hotel,37.50835,23.46513,4.0,146.0,55.0,56.0
7 Brothers Hotel,37.49879,23.452633,4.5,194.0,16.0,81.0
Xenia Poros Image Hotel,37.507915,23.445465,4.0,531.0,80.0,56.0
Dimitra Boutique Hotel,37.501945,23.455765,4.5,132.0,10.0,79.0
New Aegli Resort Hotel,37.508614,23.466492,4.0,483.0,77.0,62.0
Hotel Dionysos,37.50256,23.4553,4.0,44.0,10.0,77.0
Saga Hotel Studios & Apartments,37.507717,23.457104,4.5,290.0,21.0,59.0
Magdas Kamares,37.509174,23.473728,3.5,37.0,218.0,56.0
Hotel Pavlou,37.511684,23.44531,3.5,55.0,36.0,54.0
Votsalakia Hotel & Apartments,37.933693,23.535896,4.0,24.0,5.0,0.0
Atlantis Hotel,37.255905,23.162395,2.0,18.0,38.0,55.0
7islands Guesthouse,37.256664,23.160091,4.5,75.0,15.0,58.0
Mimoza,37.257805,23.161821,4.5,83.0,20.0,59.0
Star Hotel,37.2667,23.15,2.5,31.0,37.0,81.0
Mare Monte Boutique Hotel,37.263607,23.159716,5.0,84.0,6.0,81.0
Orloff Resort Hotel,37.25858,23.162107,4.5,162.0,22.0,64.0
A Hotel,37.266926,23.156261,3.0,40.0,50.0,84.0
Poseidonion Grand Hotel,37.268536,23.15502,4.5,472.0,52.0,85.0
Spetses Hotel,37.272785,23.147045,4.0,254.0,77.0,61.0
Armata Boutique Hotel,37.268093,23.153894,5.0,808.0,20.0,87.0
Klimis Hotel,37.266106,23.157244,4.5,141.0,19.0,85.0
The Convo 336,37.943493,23.684896,4.5,14.0,0.0,67.0
Athenaeum Grand Hotel,37.95859,23.718918,3.5,395.0,92.0,92.0
Athens Avenue Hotel,37.956142,23.715376,4.5,293.0,94.0,85.0
Plaza Resort Hotel,37.722878,23.945065,3.5,483.0,132.0,40.0
Vincci Evereden Beach Resort Hotel & Spa,37.728096,23.90823,4.0,130.0,260.0,0.0
Sofitel Athens Airport,37.936836,23.945972,4.5,5718.0,345.0,49.0
Luxury Home,37.96728,23.91072,5.0,10.0,0.0,45.0
4MS Flight Apartments Airport,37.96386,23.912523,5.0,6.0,0.0,0.0
Hotel Saron,37.676186,24.047117,3.5,97.0,50.0,0.0
Helen's Sounio Apartments,37.66936,23.96706,5.0,1.0,0.0,0.0
"Cape Sounio, Grecotel Exclusive Resort",37.658882,24.017082,4.0,1034.0,150.0,56.0
Aegeon Beach Hotel,37.65405,24.025108,4.5,453.0,45.0,61.0
Grand Resort Lagonissi,37.778008,23.888391,4.0,601.0,276.0,0.0
Blue Sky Hotel,37.85655,23.759039,4.5,206.0,19.0,85.0
Congo Palace Hotel,37.86152,23.749798,3.0,253.0,92.0,96.0
Brasil Suites Hotel Apartments,37.857014,23.755278,5.0,424.0,16.0,91.0
Golden Sun Hotel,37.854637,23.752726,4.0,208.0,60.0,80.0
Fenix Hotel,37.873474,23.73616,3.5,394.0,129.0,60.0
Sea View Hotel,37.856773,23.752872,4.0,456.0,73.0,86.0
Palmyra Beach Hotel,37.866016,23.742872,4.0,512.0,53.0,78.0
Oasis Hotel Apartments,37.86957,23.740433,3.5,239.0,70.0,68.0
Palace Hotel,37.874607,23.733023,3.5,312.0,76.0,51.0
Emmantina Hotel,37.868244,23.741339,3.5,390.0,80.0,76.0
Glyfada Riviera Hotel,37.869698,23.738943,4.0,55.0,47.0,69.0
Athens Coast Hotel,37.86322,23.752327,4.0,144.0,68.0,95.0
London Hotel,37.86984,23.738472,4.0,532.0,74.0,71.0
Hotel Kreoli,37.86236,23.75764,3.0,28.0,52.0,90.0
Four Seasons Hotel,37.86212,23.748657,3.0,117.0,77.0,95.0
"Holiday Inn Athens - Airport, an IHG Hotel",37.971966,23.88006,4.0,1319.0,194.0,0.0
Minavra Hotel,37.851685,23.75362,4.0,96.0,27.0,70.0
Hotel Miramare,37.84753,23.754522,3.0,52.0,20.0,61.0
The Blazer Suites Hotel,37.853275,23.752245,4.5,160.0,28.0,77.0
Hotel Galini Palace,37.837784,23.764614,3.5,79.0,20.0,52.0
Parthenis Riviera Hotel,37.85041,23.753014,3.5,58.0,23.0,65.0
Stefanakis Hotel Apartments,37.820004,23.800356,4.0,114.0,41.0,44.0
Four Seasons Astir Palace Hotel Athens,37.805103,23.768635,4.5,364.0,303.0,55.0
Vouliagmeni Suites,37.810135,23.78379,4.0,280.0,35.0,86.0
Somewhere Boutique Hotel Vouliagmeni,37.814056,23.781666,4.5,73.0,11.0,87.0
Divani Apollon Palace & Thalasso,37.828323,23.771338,4.0,1294.0,280.0,45.0
Divani Apollon Suites,37.82803,23.7718,4.5,144.0,56.0,45.0
Azur Hotel,37.81522,23.776518,4.5,66.0,40.0,81.0
Amarilia Hotel,37.827866,23.771896,4.0,621.0,95.0,45.0
The Margi,37.813766,23.773989,4.5,972.0,89.0,82.0
Acropol Hotel,38.02586,23.809902,3.5,132.0,55.0,52.0
Chroma Fashion Hotels,38.02287,23.80151,5.0,22.0,24.0,86.0
Mirivili Rooms & Suites,38.027733,23.791504,5.0,36.0,18.0,58.0
Tropical Hotel,37.904736,23.719007,3.5,205.0,30.0,51.0
Galaxy Hotel,37.910973,23.711487,3.5,178.0,471.0,63.0
Blue Sea Hotel,37.912205,23.71532,4.0,173.0,71.0,69.0
Verori Hotel,38.167217,23.334946,2.5,6.0,60.0,0.0
Idillion,38.166546,23.33757,4.5,19.0,20.0,0.0
Rosy's Little Village,37.705154,23.370811,5.0,402.0,16.0,45.0
Yianna Hotel,37.707676,23.365532,3.5,89.0,15.0,59.0
Kekrifalia Hotel,37.706394,23.370295,4.5,138.0,15.0,51.0
Megara Hotel,37.984806,23.341063,5.0,62.0,8.0,0.0
Chris Hotel,38.10097,23.81156,4.0,98.0,29.0,0.0
Hotel des Roses,38.07183,23.813013,4.0,106.0,37.0,100.0
Coco-Mat Hotel Nafsika,38.0693,23.802204,4.5,714.0,22.0,64.0
Pines Hotel,38.09082,23.790966,3.0,34.0,65.0,40.0
The Y Hotel,38.07405,23.818611,4.5,432.0,43.0,88.0
Dekelia Hotel,38.091274,23.778072,4.0,82.0,51.0,0.0
Semiramis,38.074524,23.821342,4.5,417.0,51.0,81.0
Theoxenia Palace,38.07418,23.81981,4.0,499.0,71.0,85.0
Myrto Hotel,38.043358,23.989922,3.5,184.0,31.0,0.0
Golden Coast Hotel & Bungalows,38.10486,23.9775,4.0,1852.0,543.0,0.0
NLH Mati Seafront - Neighborhood Lifestyle Hotels,38.04656,23.99801,4.5,11.0,82.0,0.0
Cabo Verde Hotel,38.045994,23.998388,4.5,301.0,38.0,0.0
Attica Beach Hotel,38.046883,23.998262,3.0,85.0,94.0,0.0
Mati Hotel,38.04718,23.997927,4.0,254.0,70.0,0.0
Hotel Nireus,38.08483,23.984573,3.0,58.0,125.0,61.0
Marathon Beach Resort,38.08672,23.98323,4.0,486.0,26.0,63.0
Isidora Hotel,37.743126,23.53391,4.5,83.0,25.0,64.0
Argo Hotel,37.745525,23.539757,4.0,84.0,60.0,61.0
Ta Tria Adelfia,37.74596,23.540792,4.0,17.0,34.0,57.0
Apollo Resort,37.74655,23.543333,4.5,163.0,107.0,49.0
Hotel Liberty 2,37.74345,23.536901,4.5,46.0,20.0,65.0
Hotel Karyatides,37.74432,23.5368,4.0,29.0,30.0,67.0
Hotel Rachel,37.74377,23.537,4.5,327.0,18.0,65.0
Hotel Hermes,37.746475,23.536354,5.0,8.0,30.0,64.0
Voula Apartments,37.74509,23.53549,3.5,18.0,20.0,66.0
Hotel Liberty 1,37.7438,23.5372,4.0,68.0,16.0,65.0
Hotel Possidon,37.746883,23.540472,4.0,32.0,24.0,57.0
Hotel Erato,37.74432,23.5368,4.5,30.0,40.0,67.0
Senia Studios,37.745724,23.535812,4.0,21.0,20.0,66.0
Acqua Marina,37.742912,23.535725,4.5,33.0,6.0,64.0
Hotel Anatoli,37.745087,23.538565,4.0,108.0,30.0,65.0
Panorama Hotel,37.745625,23.540236,3.5,74.0,28.0,60.0
Hotel Magda,37.75226,23.51431,4.0,27.0,30.0,0.0
Hotel Blue Fountain,37.739227,23.533989,4.5,46.0,17.0,39.0
Seaside Village Rooms,37.74371,23.535229,3.0,5.0,16.0,67.0
Golden Star,37.7437,23.534332,4.0,1.0,0.0,67.0
Angela Hotel,37.74379,23.534306,5.0,149.0,20.0,67.0
Hotel Afea,37.747475,23.538385,4.5,52.0,34.0,58.0
Katerina Hotel,37.74611,23.537937,3.5,38.0,34.0,63.0
Galini Hotel,37.745632,23.536146,3.5,98.0,73.0,66.0
Life Gallery Athens Hotel,38.1141,23.848211,4.5,200.0,28.0,0.0
Hotel Hippocampus,37.69125,23.455395,4.5,64.0,20.0,0.0
LaLibay Resort & Spa,37.705467,23.464916,4.5,70.0,72.0,0.0
Kiani Akti,37.877907,24.015036,3.0,97.0,25.0,0.0
Hotel Miranda,37.74139,23.431667,2.5,103.0,23.0,85.0
Hotel Danae,37.75549,23.423588,4.0,209.0,54.0,57.0
Hotel Rastoni,37.749916,23.426685,5.0,232.0,14.0,88.0
Aphrodite Art Hotel,37.747997,23.4271,4.5,18.0,23.0,96.0
Crownview Suites,37.719097,23.459757,4.5,22.0,18.0,48.0
Aeginitiko Archontiko,37.747326,23.429296,4.0,123.0,10.0,100.0
Areti Hotel,37.74642,23.42683,3.5,17.0,30.0,98.0
Hotel Avra,37.746,23.43137,2.5,33.0,30.0,98.0
Hotel Klonos,37.75487,23.424414,4.0,75.0,20.0,61.0
Aegina Hotel,37.748863,23.427185,4.5,160.0,19.0,93.0
Hotel Klonos Anna,37.754707,23.424389,4.0,89.0,19.0,63.0
Bratsera Hotel,37.34919,23.467777,4.0,188.0,25.0,99.0
Cotommatae Hydra 1810,37.34777,23.46495,5.0,187.0,7.0,96.0
Hydra Suites,37.3484,23.466413,3.5,3.0,0.0,97.0
Alkionides Pension,37.34889,23.467222,4.5,98.0,11.0,99.0
Dolce by Wyndham Athens Attica Riviera,37.92939,24.007742,4.0,906.0,350.0,38.0
Hotel Giorgio,38.058094,23.72815,4.0,29.0,30.0,0.0
Acharnis Kavallari Hotel Suites,38.12894,23.73368,2.5,50.0,87.0,0.0
Cavallari Palace Hotel Suites,38.11827,23.73498,2.5,11.0,0.0,0.0
Olympion Hotel,38.057148,23.732136,4.0,69.0,33.0,0.0
Nikolakakis Rooms Lavrio,37.714886,24.057295,2.5,34.0,0.0,89.0
Hill Hotel,38.01271,23.83238,3.0,9.0,22.0,0.0
X Dream Hotel,38.01156,23.83321,3.0,4.0,22.0,0.0
Civitel Olympic Hotel,38.03361,23.795635,4.0,252.0,38.0,66.0
Civitel Attik & Civitel Esprit,38.04828,23.798063,4.0,392.0,61.0,72.0
Hotel Avra Rafina,38.020397,24.009277,3.5,788.0,96.0,75.0
Hotel Ikaros,37.88135,23.7301,4.0,29.0,24.0,42.0
Seasabelle Hotel,37.97153,24.00843,4.0,44.0,12.0,47.0
Holiday Apartment,37.99326,24.0119,5.0,1.0,0.0,0.0
Artemis GreenHill,37.941357,23.992327,4.0,16.0,3.0,0.0
Domotel Kastri Hotel,38.094814,23.823534,4.5,162.0,86.0,41.0
Kythera Irida hotel,36.31962,22.983591,4.5,42.0,0.0,0.0
Kythea Resort,36.33097,22.976208,4.5,115.0,30.0,0.0
Venardos Hotel,36.323154,22.982508,4.5,134.0,42.0,0.0
Romantica Hotel and Apartments,36.328163,22.97851,4.0,58.0,24.0,0.0
Pelagia Aphrodite Hotel,36.320168,22.98837,5.0,91.0,26.0,0.0
Sun Hotel,37.96442,23.2083,1.5,3.0,51.0,40.0
Kinetta Beach Hotel,37.96384,23.208883,3.5,1057.0,253.0,40.0
Hotel Cokkinis,37.97561,23.28418,4.5,170.0,24.0,0.0
Hotel Porto Diakofti,36.26231,23.07742,4.5,28.0,12.0,0.0
Kythira Golden Resort,36.261646,23.07333,5.0,185.0,13.0,0.0
Irides,37.773113,23.509838,5.0,260.0,15.0,0.0
Xanthippi Hotel Apartments,37.77191,23.490625,4.5,117.0,26.0,41.0
Ela Mesa Luxury Apartments,37.772087,23.484167,4.5,179.0,17.0,0.0
Zoe's Club Hotel,37.265686,23.156672,4.5,140.0,21.0,85.0
Nautilus Nontas Hotel,37.711357,23.348797,5.0,74.0,16.0,0.0
The Milos,37.712822,23.346552,4.5,59.0,20.0,0.0
Seaside Studios,37.71248,23.344893,5.0,7.0,129.0,0.0
Niki Rooms Apartments,36.14548,23.00037,4.0,20.0,17.0,56.0
Alkyonis Hotel,38.32038,23.81884,2.0,21.0,40.0,0.0
Hotel Methanion,37.58,23.390556,4.0,31.0,0.0,0.0
Aposperides Hotel,36.17947,22.98454,4.5,30.0,14.0,0.0
Vagia Traditional Hotel,37.76809,23.53631,5.0,351.0,21.0,42.0
Dolphin Hotel Resort & Conference,38.2961,23.90359,3.0,102.0,101.0,0.0
Calamos Beach Family Club Hotel,38.29508,23.918331,3.5,88.0,183.0,0.0
Oasis Scala Beach Hotel,37.70829,23.366022,4.5,447.0,25.0,58.0
Dionysos Hotel,37.70602,23.370094,4.0,70.0,23.0,50.0
Andreas Hotel,37.70717,23.364107,4.0,133.0,32.0,60.0
Vasilaras Hotel,37.707054,23.36671,4.0,123.0,24.0,55.0
Aktaion Beach Boutique Hotel & Spa,37.708237,23.366571,4.5,205.0,33.0,58.0
Agistri Club Hotel,37.70413,23.37159,5.0,397.0,14.0,41.0
Margarita Hotel,36.14917,22.98741,4.0,44.0,12.0,42.0
Xcite Hotel Salem,37.911697,23.745584,5.0,4.0,26.0,55.0
Platon Hotel,37.94447,23.680264,3.5,42.0,39.0,72.0
Athens Marriott Hotel,37.940723,23.696589,4.5,536.0,366.0,75.0
Nestorion Hotel,37.93922,23.696247,4.0,87.0,30.0,76.0
Poseidon Athens Hotel,37.918575,23.70114,4.0,1335.0,89.0,58.0
Coral Hotel Athens,37.924828,23.692045,4.0,734.0,88.0,75.0
Newel Psychiko,37.996357,23.77237,4.5,9.0,21.0,90.0
King Lodge,37.999744,23.770252,4.5,16.0,8.0,85.0
Anixi Boutique Hotel,38.125107,23.855927,3.5,139.0,22.0,0.0
Mylos Rooms,36.17747,22.994743,5.0,2.0,23.0,0.0
Hotel Pantheon,37.86324,23.93062,3.0,69.0,15.0,0.0
Carpe Diem Hotel,37.88733,23.92991,5.0,2.0,0.0,0.0
Mandraki Beach Resort,37.35368,23.485422,5.0,12.0,17.0,37.0
Comfort Stay Airport Boutique Hotel,37.965553,23.97672,4.0,36.0,9.0,0.0
Athens Cypria Hotel,37.97636,23.731808,4.0,1249.0,115.0,100.0
Hotel Albion,37.98524,23.72314,1.5,26.0,26.0,100.0
Hotel Akraion,38.05164,23.84583,4.0,13.0,6.0,42.0
Emporikon Athens Hotel,37.97715,23.727795,4.5,297.0,12.0,100.0
